Category	ID	Name	PValue	QValueFDRBY	QValueFDRBH	QValueBonferroni	TotalGenes	GenesInTerm	GenesInQuery	GenesInTermInQuery	Source	URL	Genes
GeneOntologyMolecularFunction	GO:0030280	structural constituent of skin epidermis	2.00231317051612e-13	8.18829575061712e-10	1.17736014426348e-10	1.17736014426348e-10	19963	44	186	11	 	 	KRT4|KRT5|KRT6A|KRT6B|SPRR1A|SPRR1B|SPRR2A|SPRR2E|PI3|KRT6C|PKP1
GeneOntologyMolecularFunction	GO:0004252	serine-type endopeptidase activity	3.86832583710372e-09	7.90960087571974e-06	1.1372877961085e-06	2.27457559221699e-06	19963	303	186	17	 	 	KLK7|KLK6|KLK10|PI3|SERPINB5|SERPINB13|SERPINB3|SERPINB4|PRSS27|A2ML1|SERPINE1|SERPINB2|TMPRSS11D|KLK8|KLK5|KLK13|SPINK5
GeneOntologyMolecularFunction	GO:0008236	serine-type peptidase activity	9.15710592206001e-09	1.17719508961549e-05	1.69263864270106e-06	5.38437828217129e-06	19963	321	186	17	 	 	KLK7|KLK6|KLK10|PI3|SERPINB5|SERPINB13|SERPINB3|SERPINB4|PRSS27|A2ML1|SERPINE1|SERPINB2|TMPRSS11D|KLK8|KLK5|KLK13|SPINK5
GeneOntologyMolecularFunction	GO:0017171	serine hydrolase activity	1.15145485898031e-08	1.17719508961549e-05	1.69263864270106e-06	6.77055457080425e-06	19963	326	186	17	 	 	KLK7|KLK6|KLK10|PI3|SERPINB5|SERPINB13|SERPINB3|SERPINB4|PRSS27|A2ML1|SERPINE1|SERPINB2|TMPRSS11D|KLK8|KLK5|KLK13|SPINK5
GeneOntologyMolecularFunction	GO:0005198	structural molecule activity	1.69256697895317e-08	1.38432281278206e-05	1.99045876724893e-06	9.95229383624467e-06	19963	892	186	28	 	 	KRT4|KRT5|KRT6A|KRT6B|KRT13|MYH11|KRT14|SORBS2|COL12A1|COL17A1|KRT16|FN1|KRT17|ABI3BP|SPRR1A|SPRR1B|SPRR2A|SPRR2E|SPRR3|MAGI2|DES|PI3|THBS4|KRT6C|MALL|PRELP|PKP1|ELN
GeneOntologyMolecularFunction	GO:0048306	calcium-dependent protein binding	3.92654961647988e-08	2.6762171882535e-05	3.84801862415029e-06	2.30881117449017e-05	19963	102	186	10	 	 	ANXA1|S100A14|S100A2|S100A7|S100A8|S100A9|S100A12|S100P|S100A7A|CRNN
GeneOntologyMolecularFunction	GO:0005509	calcium ion binding	6.70482472472231e-08	3.91697595493125e-05	5.63205276876675e-06	3.94243693813672e-05	19963	777	186	25	 	 	DSC2|DSC3|DSG1|DSG3|CALML3|ANXA1|S100A14|ANXA8|SMOC2|VWCE|S100A2|S100A7|S100A8|S100A9|S100A12|FREM2|S100P|S100A7A|GJB2|THBS4|FAT2|MEGF6|CRNN|EGFLAM|CDH1
GeneOntologyMolecularFunction	GO:0050786	RAGE receptor binding	1.8524579642975e-07	9.46934394467392e-05	1.36155660375866e-05	0.000108924528300693	19963	15	186	5	 	 	S100A7|S100A8|S100A9|S100A12|S100A7A
GeneOntologyMolecularFunction	GO:0005200	structural constituent of cytoskeleton	3.92210733380829e-07	0.000178212630869929	2.56244345808808e-05	0.000230619911227928	19963	130	186	10	 	 	KRT5|KRT6A|KRT6B|KRT14|SORBS2|KRT16|KRT17|SPRR1A|SPRR1B|DES
GeneOntologyMolecularFunction	GO:0004867	serine-type endopeptidase inhibitor activity	6.58213830131763e-07	0.000269171156022318	3.87029732117477e-05	0.000387029732117477	19963	106	186	9	 	 	PI3|SERPINB5|SERPINB13|SERPINB3|SERPINB4|A2ML1|SERPINE1|SERPINB2|SPINK5
