Category	ID	Name	PValue	QValueFDRBY	QValueFDRBH	QValueBonferroni	TotalGenes	GenesInTerm	GenesInQuery	GenesInTermInQuery	Source	URL	Genes
GeneOntologyMolecularFunction	GO:0030280	structural constituent of skin epidermis	5.55662030856278e-12	2.23700712044481e-08	3.22283977896641e-09	3.22283977896641e-09	19963	44	181	10	 	 	KRT4|KRT5|KRT6A|KRT6B|SPRR1A|SPRR1B|SPRR2A|SPRR2E|PI3|KRT6C
GeneOntologyMolecularFunction	GO:0004252	serine-type endopeptidase activity	2.55038658079029e-09	4.31297374235069e-06	6.21366969083293e-07	1.47922421685837e-06	19963	303	181	17	 	 	KLK11|CPAMD8|KLK6|KLK10|PI3|SERPINB13|SERPINB3|SERPINB4|PRSS27|A2ML1|SLPI|SERPINB2|TMPRSS11D|KLK5|KLK13|TMPRSS11A|SPINK5
GeneOntologyMolecularFunction	GO:0004175	endopeptidase activity	3.21396708146531e-09	4.31297374235069e-06	6.21366969083293e-07	1.86410090724988e-06	19963	685	181	25	 	 	PAPPA2|KLK11|CPAMD8|CLCA4|KLK6|KLK10|SFRP2|ADAM32|ADAM12|PI3|SERPINB13|CLCA2|SERPINB3|SERPINB4|PRSS27|A2ML1|SLPI|SERPINB2|TMPRSS11D|CSTA|CSTB|KLK5|KLK13|TMPRSS11A|SPINK5
GeneOntologyMolecularFunction	GO:0008236	serine-type peptidase activity	6.06316711952089e-09	6.10233706175405e-06	8.79159232330529e-07	3.51663692932212e-06	19963	321	181	17	 	 	KLK11|CPAMD8|KLK6|KLK10|PI3|SERPINB13|SERPINB3|SERPINB4|PRSS27|A2ML1|SLPI|SERPINB2|TMPRSS11D|KLK5|KLK13|TMPRSS11A|SPINK5
GeneOntologyMolecularFunction	GO:0017171	serine hydrolase activity	7.63315819905578e-09	6.14597661692169e-06	8.8544635109047e-07	4.42723175545236e-06	19963	326	181	17	 	 	KLK11|CPAMD8|KLK6|KLK10|PI3|SERPINB13|SERPINB3|SERPINB4|PRSS27|A2ML1|SLPI|SERPINB2|TMPRSS11D|KLK5|KLK13|TMPRSS11A|SPINK5
GeneOntologyMolecularFunction	GO:0008233	peptidase activity	1.62286292080949e-08	1.08889807945618e-05	1.56876749011585e-06	9.41260494069507e-06	19963	916	181	28	 	 	PAPPA2|KLK11|CPAMD8|CLCA4|KLK6|MAL|KLK10|SFRP2|FN1|GGT6|ADAM32|ADAM12|PI3|SERPINB13|CLCA2|SERPINB3|SERPINB4|PRSS27|A2ML1|SLPI|SERPINB2|TMPRSS11D|CSTA|CSTB|KLK5|KLK13|TMPRSS11A|SPINK5
GeneOntologyMolecularFunction	GO:0005198	structural molecule activity	3.69773005266133e-08	2.12663916397918e-05	3.06383347220511e-06	2.14468343054357e-05	19963	892	181	27	 	 	KRT4|KRT5|KRT6A|KRT6B|COL10A1|KRT13|MYH11|COL11A1|KRT14|MAL|KRT16|FN1|SPRR1A|SPRR1B|SPRR2A|SPRR2E|SPRR3|LAMA1|CLDN7|TTN|DES|TGM3|PI3|THBS4|KRT6C|PRELP|MYOM2
GeneOntologyMolecularFunction	GO:0002020	protease binding	1.06970325249222e-07	5.35892093251352e-05	7.72055814923206e-06	6.20427886445489e-05	19963	182	181	12	 	 	FN1|APC|LCN2|TTN|SLC6A3|SERPINB13|SERPINB3|SERPINB4|A2ML1|CSTA|CSTB|TP53
GeneOntologyMolecularFunction	GO:0061134	peptidase regulator activity	1.19801764384635e-07	5.35892093251352e-05	7.72055814923206e-06	6.94850233430885e-05	19963	261	181	14	 	 	CPAMD8|MAL|SFRP2|FN1|PI3|SERPINB13|SERPINB3|SERPINB4|A2ML1|SLPI|SERPINB2|CSTA|CSTB|SPINK5
GeneOntologyMolecularFunction	GO:0050786	RAGE receptor binding	1.61745664762402e-07	6.51162367918136e-05	9.38124855621934e-06	9.38124855621934e-05	19963	15	181	5	 	 	S100A7|S100A8|S100A9|S100A12|S100A7A
GeneOntologyMolecularFunction	GO:0005200	structural constituent of cytoskeleton	3.04835857783419e-07	0.000111565524391864	1.60731634103985e-05	0.000176804797514384	19963	130	181	10	 	 	KRT5|KRT6A|KRT6B|KRT14|KRT16|SPRR1A|SPRR1B|TTN|DES|MYOM2
GeneOntologyMolecularFunction	GO:0048306	calcium-dependent protein binding	3.76692773104062e-07	0.00012637544179438	1.82068173666964e-05	0.000218481808400356	19963	102	181	9	 	 	S100A14|S100A2|S100A7|S100A8|S100A9|S100A12|S100P|S100A7A|CRNN
GeneOntologyMolecularFunction	GO:0004867	serine-type endopeptidase inhibitor activity	5.23575092355992e-07	0.000152159132018993	2.19214547384321e-05	0.000303673553566476	19963	106	181	9	 	 	CPAMD8|PI3|SERPINB13|SERPINB3|SERPINB4|A2ML1|SLPI|SERPINB2|SPINK5
GeneOntologyMolecularFunction	GO:0061135	endopeptidase regulator activity	5.29138562651809e-07	0.000152159132018993	2.19214547384321e-05	0.00030690036633805	19963	211	181	12	 	 	CPAMD8|SFRP2|PI3|SERPINB13|SERPINB3|SERPINB4|A2ML1|SLPI|SERPINB2|CSTA|CSTB|SPINK5
GeneOntologyMolecularFunction	GO:0004866	endopeptidase inhibitor activity	1.9075377650282e-06	0.00051196294701052	7.37581269144235e-05	0.00110637190371635	19963	197	181	11	 	 	CPAMD8|PI3|SERPINB13|SERPINB3|SERPINB4|A2ML1|SLPI|SERPINB2|CSTA|CSTB|SPINK5
GeneOntologyMolecularFunction	GO:0005509	calcium ion binding	2.29039131924961e-06	0.000576296989587228	8.30266853227983e-05	0.00132842696516477	19963	777	181	22	 	 	TPO|DSG1|DSG3|CALML3|S100A14|DUOX2|LRP1B|TTN|S100A2|S100A7|S100A8|S100A9|S100A12|TGM3|S100P|S100A7A|GJB2|THBS4|CRNN|PLA2G4F|CDH1|CDH4
GeneOntologyMolecularFunction	GO:0030414	peptidase inhibitor activity	2.94318022560096e-06	0.000696986843230406	0.000100414384167562	0.00170704453084856	19963	206	181	11	 	 	CPAMD8|PI3|SERPINB13|SERPINB3|SERPINB4|A2ML1|SLPI|SERPINB2|CSTA|CSTB|SPINK5
GeneOntologyMolecularFunction	GO:0035325	Toll-like receptor binding	5.77045796178259e-06	0.00129060820265983	0.00018593697876855	0.0033468656178339	19963	29	181	5	 	 	CEACAM5|CEACAM7|CEACAM6|S100A8|S100A9
GeneOntologyMolecularFunction	GO:0008092	cytoskeletal protein binding	1.01945803486486e-05	0.00216009273750833	0.000311202979064011	0.0059128566022162	19963	1123	181	26	 	 	RHCG|LIMA1|MYH11|RAB25|CEACAM5|MYO7B|KIF26B|SYNE1|GJB6|CEP290|ZNF185|LRRK2|CEACAM7|APC|CEACAM6|EPS8L1|JAKMIP3|JAKMIP2|TTN|S100A8|S100A9|DES|KCNQ2|MYOM2|LYN|CDH1
GeneOntologyMolecularFunction	GO:0030506	ankyrin binding	5.05856639584764e-05	0.0101824926109455	0.00146698425479582	0.0293396850959163	19963	23	181	4	 	 	RHCG|TTN|KCNQ2|CDH1
GeneOntologyMolecularFunction	GO:0051861	glycolipid binding	8.00189265748567e-05	0.015340166416528	0.00221004654349604	0.0464109774134169	19963	49	181	5	 	 	CEACAM5|LAMA1|CEACAM7|CEACAM6|LYN
GeneOntologyMolecularFunction	GO:0050839	cell adhesion molecule binding	0.000119375188696199	0.0218447980875848	0.00314716406562705	0.0692376094437952	19963	600	181	16	 	 	LIMA1|SFRP2|FN1|DSCAM|TRPC4|APC|EPS8L1|CLDN7|LRRC4C|TRIM29|ITGBL1|S100P|THBS4|LYN|CDH1|CDH4
GeneOntologyMolecularFunction	GO:0045295	gamma-catenin binding	0.000196095324457675	0.0337717026360795	0.00486546447099996	0.113735288185451	19963	13	181	3	 	 	DSG1|APC|CDH1
