Category	ID	Name	PValue	QValueFDRBY	QValueFDRBH	QValueBonferroni	TotalGenes	GenesInTerm	GenesInQuery	GenesInTermInQuery	Source	URL	Genes
GeneOntologyMolecularFunction	GO:0030280	structural constituent of skin epidermis	1.65549317640561e-11	7.80529344923969e-08	1.10255845548614e-08	1.10255845548614e-08	19963	44	202	10	 	 	SPRR1A|SPRR1B|SPRR2A|SPRR2E|KRT6C|PKP1|KRT5|KRT6A|KRT6B|KRT7
GeneOntologyMolecularFunction	GO:0005200	structural constituent of cytoskeleton	5.86204860055619e-11	1.38191477298592e-07	1.95206218398521e-08	3.90412436797042e-08	19963	130	202	14	 	 	SPRR1A|SPRR1B|SPTA1|TTN|TUBA1B|NEFL|KRT5|KRT6A|KRT6B|KRT14|SORBS2|KRT15|KRT16|KRT17
GeneOntologyMolecularFunction	GO:0005198	structural molecule activity	1.81084895169892e-09	2.84592081314528e-06	4.02008467277161e-07	1.20602540183148e-06	19963	892	202	31	 	 	CLDN18|SPRR1A|SPRR1B|SPRR2A|SPRR2E|SPRR3|SPTA1|LAMA1|TTN|TUBA1B|NEFL|KRT6C|MUC17|PKP1|DMBT1|KRT5|KRT6A|KRT6B|KRT7|KRT13|KRT14|SORBS2|KRT15|KRT16|FN1|KRT17|PCLO|OLFM4|CLDN3|CLDN7|MUC6
GeneOntologyMolecularFunction	GO:0005298	proline:sodium symporter activity	5.04866007392946e-08	5.95083597505942e-05	8.40601902309256e-06	3.36240760923702e-05	19963	5	202	4	 	 	SLC38A1|SLC38A2|SLC6A15|SLC6A20
GeneOntologyMolecularFunction	GO:0005509	calcium ion binding	8.93260370926638e-08	8.42306017448768e-05	1.18982281407428e-05	5.94911407037142e-05	19963	777	202	26	 	 	REG4|CDHR2|SPTA1|CDHR5|TTN|LRP1B|S100A2|CAPN8|S100A7|S100A8|S100A9|FREM2|FAT2|VIL1|DSC3|DSG1|DSG3|CALML3|ANXA1|PCLO|ANXA8|VWCE|DLL1|S100A7A|CDH1|CDH17
GeneOntologyMolecularFunction	GO:0050786	RAGE receptor binding	1.2728635570577e-05	0.0100021287968996	0.00141287854833405	0.00847727129000427	19963	15	202	4	 	 	S100A7|S100A8|S100A9|S100A7A
GeneOntologyMolecularFunction	GO:0005295	neutral amino acid:sodium symporter activity	1.9962776644682e-05	0.0134457412099376	0.00189931560647975	0.0132952092453582	19963	6	202	3	 	 	SLC38A1|SLC38A2|SLC6A15
GeneOntologyMolecularFunction	GO:0051015	actin filament binding	3.49198743070334e-05	0.0183426423672178	0.00259104101203322	0.0232566362884842	19963	240	202	11	 	 	MYO1A|MYO7B|SPTA1|GJB6|TTN|EPS8L3|VIL1|SYNE1|ANXA8|USH1C|EGFR
GeneOntologyMolecularFunction	GO:0005283	amino acid:sodium symporter activity	3.50140677301786e-05	0.0183426423672178	0.00259104101203322	0.0233193691082989	19963	19	202	4	 	 	SLC38A1|SLC38A2|SLC6A15|SLC6A20
GeneOntologyMolecularFunction	GO:0048306	calcium-dependent protein binding	8.02572944350554e-05	0.037839584205822	0.00534513580937469	0.0534513580937469	19963	102	202	7	 	 	S100A2|S100A7|S100A8|S100A9|DMBT1|ANXA1|S100A7A
GeneOntologyMolecularFunction	GO:0015655	alanine:sodium symporter activity	0.000102928342728615	0.0428130035616641	0.00604767000608657	0.0685502762572578	19963	2	202	2	 	 	SLC38A1|SLC38A2
GeneOntologyMolecularFunction	GO:0005416	amino acid:cation symporter activity	0.000108967027136695	0.0428130035616641	0.00604767000608657	0.0725720400730388	19963	25	202	4	 	 	SLC38A1|SLC38A2|SLC6A15|SLC6A20
GeneOntologyMolecularFunction	GO:0016936	galactoside binding	0.00015864075902614	0.0567311141706384	0.00801371146706594	0.105654745511409	19963	11	202	3	 	 	LGALS7B|LGALS4|LGALS7
GeneOntologyMolecularFunction	GO:0004857	enzyme inhibitor activity	0.00016845639720559	0.0567311141706384	0.00801371146706594	0.112191960538923	19963	441	202	14	 	 	SPRY2|SPINK1|GAPDH|LRRK2|SERPINB13|SERPINB3|PPP1R1B|A2ML1|VIL1|ANXA1|SERPINE1|SERPINB2|CSTA|PRKAR1B
GeneOntologyMolecularFunction	GO:0004866	endopeptidase inhibitor activity	0.000185332535469625	0.0582535301523797	0.00822876457485135	0.12343146862277	19963	197	202	9	 	 	SPINK1|GAPDH|SERPINB13|SERPINB3|A2ML1|VIL1|SERPINE1|SERPINB2|CSTA
GeneOntologyMolecularFunction	GO:0030414	peptidase inhibitor activity	0.000258424354136473	0.0718918514104125	0.0101552836121523	0.172110619854891	19963	206	202	9	 	 	SPINK1|GAPDH|SERPINB13|SERPINB3|A2ML1|VIL1|SERPINE1|SERPINB2|CSTA
GeneOntologyMolecularFunction	GO:0045295	gamma-catenin binding	0.0002708965891887	0.0718918514104125	0.0101552836121523	0.180417128399674	19963	13	202	3	 	 	DSC3|DSG1|CDH1
GeneOntologyMolecularFunction	GO:0004252	serine-type endopeptidase activity	0.000274467124652764	0.0718918514104125	0.0101552836121523	0.182795105018741	19963	303	202	11	 	 	SPINK1|ST14|SERPINB13|SERPINB3|A2ML1|TMPRSS3|TMPRSS11D|SERPINE1|SERPINB2|TMPRSS2|CTSE
GeneOntologyMolecularFunction	GO:0005343	organic acid:sodium symporter activity	0.000293073023756249	0.0727086447626133	0.0102706620310049	0.195186633821662	19963	32	202	4	 	 	SLC38A1|SLC38A2|SLC6A15|SLC6A20
GeneOntologyMolecularFunction	GO:0061135	endopeptidase regulator activity	0.000308428289219366	0.0727086447626133	0.0102706620310049	0.205413240620098	19963	211	202	9	 	 	SPINK1|GAPDH|SERPINB13|SERPINB3|A2ML1|VIL1|SERPINE1|SERPINB2|CSTA
GeneOntologyMolecularFunction	GO:0061134	peptidase regulator activity	0.000339999013679227	0.0733387815478441	0.0103596737568531	0.226439343110365	19963	261	202	10	 	 	SPINK1|GAPDH|SERPINB13|SERPINB3|A2ML1|VIL1|FN1|SERPINE1|SERPINB2|CSTA
GeneOntologyMolecularFunction	GO:0050544	arachidonic acid binding	0.000342211445421576	0.0733387815478441	0.0103596737568531	0.227912822650769	19963	14	202	3	 	 	HNF4A|S100A8|S100A9
GeneOntologyMolecularFunction	GO:0050839	cell adhesion molecule binding	0.000417160226516925	0.0793992752874445	0.0112157656719711	0.277828710860272	19963	600	202	16	 	 	CDHR2|SRC|CDHR5|PROM1|NDRG1|PTPRZ1|PKP1|FN1|ANXA1|OLFM4|CLDN7|EGFR|CSNK1D|TSPAN8|CDH1|CDH17
