Category	ID	Name	PValue	QValueFDRBY	QValueFDRBH	QValueBonferroni	TotalGenes	GenesInTerm	GenesInQuery	GenesInTermInQuery	Source	URL	Genes
GeneOntologyMolecularFunction	GO:0030280	structural constituent of skin epidermis	2.2527831409271e-13	9.01570184319901e-10	1.29985587231494e-10	1.29985587231494e-10	19963	44	188	11	 	 	KRT4|KRT5|KRT6A|KRT6B|SPRR1A|SPRR1B|SPRR2A|SPRR2E|PI3|KRT6C|PKP1
GeneOntologyMolecularFunction	GO:0005200	structural constituent of cytoskeleton	3.02327410250737e-10	6.04961423123364e-07	8.72214578573377e-08	1.74442915714675e-07	19963	130	188	13	 	 	KRT5|KRT6A|KRT6B|KRT14|SORBS2|KRT16|KRT17|SPRR1A|SPRR1B|SPTA1|TTN|TUBA1B|DES
GeneOntologyMolecularFunction	GO:0005509	calcium ion binding	1.0617689998841e-09	1.27747358575898e-06	1.84182171400072e-07	6.12640712933123e-07	19963	777	188	28	 	 	DSC2|DSC3|DSG1|DSG3|CALML3|ANXA1|FAT3|SPTA1|S100A14|ANXA8|CUBN|SMOC2|VWCE|LRP1B|TTN|S100A2|S100A7|S100A8|S100A9|S100A12|S100P|S100A7A|GJB2|THBS4|FAT2|CRNN|CDH4|NOTCH1
GeneOntologyMolecularFunction	GO:0005198	structural molecule activity	1.27682614488785e-09	1.27747358575898e-06	1.84182171400072e-07	7.36728685600287e-07	19963	892	188	30	 	 	KRT4|KRT5|KRT6A|KRT6B|KRT13|MYH11|KRT14|SORBS2|COL17A1|KRT16|KRT17|ABI3BP|SPRR1A|SPRR1B|SPRR2A|SPRR2E|SPRR3|SPTA1|LAMA1|CLDN7|TTN|TUBA1B|DES|PI3|THBS4|KRT6C|MALL|PRELP|PKP1|ELN
GeneOntologyMolecularFunction	GO:0004252	serine-type endopeptidase activity	3.08876825989562e-08	2.47226758652814e-05	3.56443857191956e-06	1.78221928595978e-05	19963	303	188	16	 	 	KLK7|KLK6|KLK10|PI3|SERPINB5|SERPINB13|SERPINB3|SERPINB4|PRSS27|A2ML1|SERPINB2|TMPRSS11D|KLK8|KLK5|KLK13|SPINK5
GeneOntologyMolecularFunction	GO:0048306	calcium-dependent protein binding	4.3447350723024e-08	2.8979587728573e-05	4.17818689453081e-06	2.50691213671849e-05	19963	102	188	10	 	 	ANXA1|S100A14|S100A2|S100A7|S100A8|S100A9|S100A12|S100P|S100A7A|CRNN
GeneOntologyMolecularFunction	GO:0008236	serine-type peptidase activity	6.86730180927975e-08	3.92616229453644e-05	5.66061877707775e-06	3.96243314395442e-05	19963	321	188	16	 	 	KLK7|KLK6|KLK10|PI3|SERPINB5|SERPINB13|SERPINB3|SERPINB4|PRSS27|A2ML1|SERPINB2|TMPRSS11D|KLK8|KLK5|KLK13|SPINK5
GeneOntologyMolecularFunction	GO:0017171	serine hydrolase activity	8.49155542337395e-08	4.24793062031224e-05	6.12453434910847e-06	4.89962747928677e-05	19963	326	188	16	 	 	KLK7|KLK6|KLK10|PI3|SERPINB5|SERPINB13|SERPINB3|SERPINB4|PRSS27|A2ML1|SERPINB2|TMPRSS11D|KLK8|KLK5|KLK13|SPINK5
GeneOntologyMolecularFunction	GO:0050786	RAGE receptor binding	1.95371201830823e-07	8.68756750238818e-05	1.25254648284872e-05	0.000112729183456385	19963	15	188	5	 	 	S100A7|S100A8|S100A9|S100A12|S100A7A
GeneOntologyMolecularFunction	GO:0004867	serine-type endopeptidase inhibitor activity	7.31636227655083e-06	0.00280782222253244	0.000404823081758006	0.00422154103356983	19963	106	188	8	 	 	PI3|SERPINB5|SERPINB13|SERPINB3|SERPINB4|A2ML1|SERPINB2|SPINK5
